ID,Attrition,AgeCat,Age,Educ_Field,Education,EducationField,BusinessTravel,JobLevel,JobRole,Department,StockOptionLevel,OverTime,PerformanceRating,MonthlyIncome,PercentSalaryHike,MonthlyRate,DailyRate,HourlyRate,DistanceFromHome,EESatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Gender,MaritalStatus,OtherCoExp,NumCompaniesWorked,PriorExpYrs,TotalWorkingYears,ServiceCat,YearsAtCompany,PromoLast3,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,Over18,StandardHours,EmployeeCount,EmployeeNumber,Rand
539,Yes,<25,24,1_Technical Degree,1,Technical Degree,Rarely,1,Sales Representative,Sales,0,1,3,3202,16,21972,1448,62,1,2.2,1,3,2,2,3,4,Female,Single,1,1,1,6,5-8,5,1,1,3,4,Y,80,1,554,-0.089223764
540,No,40-45,42,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,0,0,3,5155,13,2253,647,45,4,2.8,2,3,1,4,4,3,Male,Single,1,7,3,9,5-8,6,1,1,4,5,Y,80,1,1171,-0.086653117
541,No,30-35,30,4_Life Sciences,4,Life Sciences,Rarely,2,Laboratory Technician,Research & Development,3,0,3,3491,13,11309,853,49,7,2.4,3,3,3,1,2,4,Male,Divorced,0,1,0,10,10+,10,0,8,7,9,Y,80,1,1224,-0.085120482
542,No,30-35,33,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,3,3143,19,6076,867,90,8,2.8,4,4,1,2,3,1,Male,Married,1,6,4,14,10+,10,0,7,8,6,Y,80,1,1798,-0.081062645
543,No,25-30,27,3_Medical,3,Medical,0ne,1,Research Scientist,Research & Development,1,1,3,2566,15,25326,1450,79,3,2.8,3,2,3,4,2,2,Male,Divorced,0,1,0,1,1-3,1,0,0,1,1,Y,80,1,224,-0.080776071
544,No,35-40,38,4_Life Sciences,4,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,0,0,3,6553,14,7259,1261,88,2,3,4,3,3,2,3,3,Male,Married,1,9,13,14,1-3,1,0,0,0,0,Y,80,1,271,-0.080077745
545,No,30-35,34,4_Medical,4,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,4381,11,7530,121,86,2,2.4,3,2,1,3,3,3,Female,Single,0,1,0,6,5-8,6,1,1,5,3,Y,80,1,804,-0.077558419
546,No,30-35,34,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,3,2929,12,20338,678,35,19,2.6,2,2,4,2,3,3,Female,Married,0,1,0,10,10+,10,0,8,9,7,Y,80,1,1701,-0.077395108
547,No,45-50,49,2_Other,2,Other,Rarely,3,Laboratory Technician,Research & Development,1,0,3,7403,11,22477,527,51,8,2.2,1,3,2,3,2,3,Female,Married,1,4,3,29,10+,26,1,1,9,7,Y,80,1,944,-0.075695804
548,No,40-45,40,4_Medical,4,Medical,Frequently,2,Laboratory Technician,Research & Development,0,0,3,5094,14,11983,720,51,16,2.6,1,2,3,4,3,6,Male,Single,1,6,9,10,1-3,1,0,0,0,0,Y,80,1,832,-0.071648338
549,No,35-40,38,2_Life Sciences,2,Life Sciences,Rarely,3,Research Director,Research & Development,1,0,3,12061,17,26707,849,81,25,2.2,1,2,2,3,3,2,Female,Married,1,3,9,19,10+,10,0,0,8,1,Y,80,1,421,-0.071466039
550,No,45-50,45,4_Medical,4,Medical,Rarely,1,Human Resources,Human Resources,0,0,3,2177,16,8318,788,36,24,2.2,2,3,2,1,3,3,Male,Single,0,1,0,6,5-8,6,0,0,3,4,Y,80,1,1049,-0.067206912
551,No,40-45,41,3_Human Resources,3,Human Resources,Rarely,5,Manager,Human Resources,1,0,3,19189,12,19562,314,59,1,2.8,4,2,3,2,3,3,Male,Married,0,1,0,22,10+,22,1,2,7,10,Y,80,1,734,-0.06694615
552,No,25-30,28,2_Medical,2,Medical,Rarely,1,Human Resources,Human Resources,1,0,3,4936,13,23965,1169,63,8,3,2,2,4,4,3,6,Male,Divorced,1,1,1,6,5-8,5,0,0,1,4,Y,80,1,869,-0.066936216
553,No,35-40,36,1_Human Resources,1,Human Resources,Frequently,2,Human Resources,Human Resources,0,0,4,3886,21,4223,1213,94,2,2.8,2,2,4,4,2,2,Male,Single,0,1,0,10,10+,10,0,0,1,8,Y,80,1,1890,-0.065826025
554,No,45-50,48,4_Medical,4,Medical,Rarely,1,Research Scientist,Research & Development,2,0,3,2259,17,5543,1469,51,20,2.6,4,3,3,1,2,2,Male,Married,1,4,13,13,0-1,0,0,0,0,0,Y,80,1,945,-0.063681374
555,No,40-45,40,5_Life Sciences,5,Life Sciences,0ne,2,Healthcare Representative,Research & Development,1,0,3,4876,14,14242,1151,63,9,3,4,2,4,4,1,5,Male,Married,1,9,2,5,3-5,3,0,0,2,2,Y,80,1,287,-0.058513518
556,No,35-40,37,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,1,1,3,9602,11,3010,558,75,2,3,4,3,3,3,2,3,Male,Married,1,4,14,17,3-5,3,1,1,0,0,Y,80,1,656,-0.056288635
557,No,50+,54,4_Life Sciences,4,Life Sciences,Rarely,2,Laboratory Technician,Research & Development,0,0,3,3780,11,23428,548,42,8,3,3,3,3,3,3,3,Female,Single,1,7,18,19,1-3,1,0,0,0,0,Y,80,1,578,-0.055358685
558,No,30-35,34,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,1,3,3622,13,22794,254,83,1,3,2,2,4,4,3,3,Male,Married,0,1,0,6,5-8,6,1,1,5,3,Y,80,1,649,-0.055030805
559,No,40-45,42,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,1,0,3,4434,13,11806,933,98,29,2.6,2,3,2,4,2,3,Male,Married,1,1,1,10,8-10,9,0,7,8,8,Y,80,1,836,-0.054682153
560,No,25-30,26,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,1,0,3,5296,17,20156,933,57,1,2.8,3,3,3,2,3,3,Male,Married,0,1,0,8,8-10,8,0,7,7,7,Y,80,1,476,-0.05409165
561,No,35-40,36,2_Medical,2,Medical,Frequently,1,Laboratory Technician,Research & Development,0,0,3,2088,12,15062,1480,30,3,2.8,4,3,2,3,2,3,Male,Single,1,4,5,13,8-10,8,0,7,7,2,Y,80,1,238,-0.051601113
562,No,50+,58,4_Life Sciences,4,Life Sciences,Frequently,4,Research Director,Research & Development,0,1,3,15787,14,21624,1216,87,15,2.4,1,3,3,2,3,3,Male,Married,1,2,21,23,1-3,2,1,2,2,2,Y,80,1,1837,-0.050579668
563,No,25-30,27,4_Technical Degree,4,Technical Degree,Rarely,1,Laboratory Technician,Research & Development,1,0,3,2811,14,12086,1134,37,16,2.6,3,3,2,2,3,2,Female,Married,1,9,2,4,1-3,2,1,2,2,2,Y,80,1,1001,-0.046483797
564,No,30-35,31,3_Medical,3,Medical,0ne,3,Research Director,Research & Development,1,0,4,11031,20,26862,697,40,10,3.2,3,3,3,3,4,2,Female,Married,1,4,2,13,10+,11,0,4,7,8,Y,80,1,1979,-0.044983609
565,No,30-35,30,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,2,0,4,3833,21,24375,921,38,1,2.8,4,1,3,3,3,2,Male,Married,1,3,5,7,1-3,2,0,0,2,2,Y,80,1,806,-0.032149697
566,No,40-45,44,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,0,1,3,2436,12,13422,1037,42,1,3,2,3,4,3,3,2,Male,Single,1,6,2,6,3-5,4,1,1,3,2,Y,80,1,2020,-0.031519711
567,No,30-35,32,1_Technical Degree,1,Technical Degree,Rarely,2,Laboratory Technician,Research & Development,0,0,3,2176,13,19737,128,84,2,2.8,4,2,1,4,3,5,Male,Single,1,4,3,9,5-8,6,0,0,2,4,Y,80,1,362,-0.031053481
568,Yes,30-35,30,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,1,0,3,9714,11,5323,740,64,1,2.4,2,2,1,4,3,4,Male,Married,0,1,0,10,10+,10,0,6,8,7,Y,80,1,1562,-0.027169717
569,No,40-45,42,2_Medical,2,Medical,Rarely,2,Sales Executive,Sales,0,0,3,6244,17,7824,462,68,14,2.4,3,2,3,1,3,6,Female,Single,1,7,5,10,5-8,5,0,0,4,3,Y,80,1,936,-0.025911136
570,No,50+,50,3_Life Sciences,3,Life Sciences,Rarely,4,Manufacturing Director,Research & Development,1,1,3,13973,18,4161,939,95,24,3.4,4,3,3,4,3,2,Male,Married,1,3,10,22,10+,12,1,1,11,5,Y,80,1,1005,-0.022261662
571,No,40-45,41,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,1,0,4,4393,21,26841,337,54,8,2.8,3,3,2,3,3,3,Female,Married,1,5,9,14,5-8,5,1,1,4,4,Y,80,1,1909,-0.021051423
572,Yes,<25,21,1_Other,1,Other,Rarely,1,Research Scientist,Research & Development,0,0,3,2693,19,8870,1427,65,18,2.8,4,3,4,1,2,3,Female,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,923,-0.019355439
573,No,25-30,28,2_Life Sciences,2,Life Sciences,Frequently,2,Sales Executive,Sales,1,1,3,6834,12,19255,783,42,1,3,3,2,4,3,3,2,Male,Married,0,1,0,7,5-8,7,0,0,7,7,Y,80,1,1927,-0.016261297
574,No,30-35,34,2_Technical Degree,2,Technical Degree,Rarely,2,Sales Executive,Sales,2,0,4,6799,21,22128,810,92,8,3,2,4,3,3,3,5,Male,Married,0,1,0,10,10+,10,0,4,8,8,Y,80,1,1823,-0.009466136
575,No,25-30,26,2_Marketing,2,Marketing,Rarely,2,Sales Executive,Sales,2,0,4,6272,20,7428,703,66,28,2.8,1,3,2,4,4,5,Male,Married,1,1,1,6,5-8,5,1,1,3,4,Y,80,1,641,-0.009296261
576,No,35-40,37,4_Life Sciences,4,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,1,0,3,5993,18,2689,1115,51,1,2.6,1,2,3,3,4,2,Male,Divorced,0,1,0,7,5-8,7,0,0,5,7,Y,80,1,77,-0.005455287
577,No,35-40,38,3_Life Sciences,3,Life Sciences,Rarely,1,Sales Representative,Sales,0,0,3,2858,14,11473,1404,59,1,1.4,1,2,1,1,2,3,Male,Single,1,4,19,20,1-3,1,0,0,0,0,Y,80,1,1961,-0.002628931
578,No,40-45,44,3_Life Sciences,3,Life Sciences,0ne,1,Laboratory Technician,Research & Development,0,0,3,3162,14,7973,981,90,5,3,3,2,3,4,3,5,Male,Single,1,3,2,7,5-8,5,0,0,2,3,Y,80,1,1471,-0.000527928
579,No,35-40,39,3_Medical,3,Medical,Frequently,2,Manufacturing Director,Research & Development,0,0,3,5042,13,3140,711,81,4,2.4,1,3,3,4,1,2,Female,Single,1,0,1,10,8-10,9,1,3,2,8,Y,80,1,1633,-0.000436036
580,No,25-30,29,3_Life Sciences,3,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,2,1,3,6623,11,4204,1329,82,7,3,3,3,4,2,3,2,Male,Divorced,0,1,0,6,5-8,6,1,1,0,0,Y,80,1,1260,-8.06E-05
581,No,25-30,25,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,3,0,3,3669,11,9075,882,67,19,3.2,4,3,4,3,2,6,Male,Married,1,3,4,7,3-5,3,1,1,2,2,Y,80,1,1358,0.001517398
582,No,40-45,42,5_Life Sciences,5,Life Sciences,Rarely,4,Research Director,Research & Development,0,0,3,15992,14,15901,810,44,23,2.6,1,3,4,2,3,2,Female,Single,1,2,15,16,1-3,1,0,0,0,0,Y,80,1,468,0.001587306
583,No,35-40,38,3_Medical,3,Medical,Rarely,2,Healthcare Representative,Research & Development,1,1,3,5811,16,24539,833,60,18,2.6,2,1,4,3,3,2,Male,Married,1,3,14,15,1-3,1,1,1,0,0,Y,80,1,1766,0.117885615
584,No,25-30,28,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,0,1,4,4779,20,3698,760,81,2,2.2,2,3,2,1,3,2,Female,Married,0,1,0,8,8-10,8,0,7,7,5,Y,80,1,846,0.003337381
585,No,40-45,44,4_Other,4,Other,Rarely,2,Healthcare Representative,Research & Development,0,1,3,6465,13,19121,1459,41,10,3.8,4,3,4,4,4,5,Male,Married,1,2,5,9,3-5,4,1,1,2,3,Y,80,1,40,0.003956042
586,No,40-45,40,2_Medical,2,Medical,Rarely,2,Laboratory Technician,Research & Development,1,1,3,2741,15,16523,905,99,19,3.4,3,3,4,3,4,2,Male,Married,1,8,8,15,5-8,7,1,3,2,7,Y,80,1,281,0.004372522
587,No,35-40,38,3_Medical,3,Medical,0ne,2,Research Scientist,Research & Development,3,1,3,5329,12,15717,573,79,6,2.8,2,1,4,4,3,3,Female,Divorced,1,7,4,17,10+,13,1,1,11,9,Y,80,1,107,0.424501576
588,Yes,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,1,Sales Representative,Sales,0,0,4,3407,23,6986,1218,82,9,2.2,3,2,1,2,3,4,Male,Single,1,7,5,10,5-8,5,0,0,3,3,Y,80,1,27,0.005715102
589,No,35-40,37,3_Medical,3,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3629,18,19106,1462,94,11,2.2,1,3,3,1,3,6,Female,Single,1,4,5,8,3-5,3,0,0,2,2,Y,80,1,1411,0.006194277
590,No,35-40,35,4_Medical,4,Medical,Rarely,1,Laboratory Technician,Research & Development,1,1,3,4014,15,16002,1142,30,23,2.6,3,3,1,3,3,3,Female,Married,1,3,2,4,1-3,2,1,2,2,2,Y,80,1,75,0.007122818
591,No,<25,22,2_Other,2,Other,0ne,1,Research Scientist,Research & Development,0,1,3,2814,14,10293,457,85,26,2.2,2,2,3,2,2,2,Female,Married,0,1,0,4,3-5,4,1,1,2,3,Y,80,1,1605,0.007330109
592,Yes,30-35,34,4_Medical,4,Medical,Rarely,2,Sales Executive,Sales,0,1,4,4599,23,7815,790,40,24,2.4,1,2,2,3,4,2,Female,Single,1,0,1,16,10+,15,0,10,9,10,Y,80,1,1489,0.009911925
593,Yes,25-30,28,3_Technical Degree,3,Technical Degree,Frequently,1,Sales Representative,Sales,1,0,3,2909,15,15747,1496,92,1,3,1,3,3,4,4,3,Male,Married,1,3,2,5,3-5,3,1,1,2,2,Y,80,1,1486,0.011918004
594,No,45-50,49,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,3,3211,14,22102,722,84,25,2.6,3,3,1,4,2,3,Female,Married,1,1,1,10,8-10,9,1,1,6,4,Y,80,1,1617,0.012145989
595,No,40-45,40,3_Life Sciences,3,Life Sciences,Rarely,3,Manufacturing Director,Research & Development,2,0,3,10435,13,25800,884,80,15,2.6,1,2,3,4,3,2,Female,Married,0,1,0,18,10+,18,0,14,15,12,Y,80,1,1628,0.012810568
596,No,30-35,33,3_Medical,3,Medical,Rarely,2,Sales Executive,Sales,1,0,4,4037,22,21816,586,48,1,2,1,4,1,1,3,5,Male,Divorced,0,1,0,9,8-10,9,0,0,8,8,Y,80,1,855,0.014523858
597,No,35-40,35,3_Technical Degree,3,Technical Degree,Rarely,3,Manufacturing Director,Research & Development,0,0,3,10903,16,9129,672,78,25,2.4,4,2,2,1,3,2,Male,Married,1,3,3,16,10+,13,0,4,10,8,Y,80,1,899,0.495882196
598,No,40-45,40,3_Medical,3,Medical,Rarely,2,Laboratory Technician,Research & Development,1,0,4,3448,22,13436,555,78,2,2.4,2,2,3,2,3,3,Female,Married,1,6,19,20,1-3,1,0,0,0,0,Y,80,1,521,0.409780088
599,No,25-30,27,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,1,1,4,6142,20,5174,155,87,4,2.6,2,4,2,2,3,0,Male,Married,0,1,0,6,5-8,6,0,0,2,3,Y,80,1,2064,0.016820184
600,Yes,<25,24,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,1,1,3,2293,16,3020,813,61,1,2.4,2,3,4,1,2,2,Male,Married,1,2,4,6,1-3,2,1,2,0,0,Y,80,1,45,0.017841696
601,No,<25,24,2_Life Sciences,2,Life Sciences,0ne,1,Sales Representative,Sales,1,0,3,2033,13,7103,830,78,13,3,4,3,2,3,3,2,Female,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1495,0.563346859
602,No,30-35,32,4_Technical Degree,4,Technical Degree,0ne,2,Research Scientist,Research & Development,1,0,3,4087,14,25174,1200,62,1,2.4,4,3,1,2,2,3,Male,Married,1,4,3,9,5-8,6,1,1,5,2,Y,80,1,1574,0.246477505
603,No,30-35,30,2_Life Sciences,2,Life Sciences,Rarely,3,Research Director,Research & Development,3,1,3,11416,12,17802,153,73,8,2.4,2,4,1,3,2,4,Female,Married,1,0,1,9,8-10,8,1,1,7,7,Y,80,1,1015,0.019776851
604,No,25-30,29,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,1,0,3,3131,13,26342,1401,54,6,2.6,2,3,4,1,3,5,Female,Married,0,1,0,10,10+,10,0,0,8,8,Y,80,1,1192,0.021307739
605,Yes,25-30,29,3_Marketing,3,Marketing,Rarely,1,Sales Representative,Sales,0,0,3,2760,13,14630,428,52,9,2.2,2,1,2,3,3,3,Female,Single,0,1,0,2,1-3,2,1,2,2,2,Y,80,1,1752,0.282483516
606,No,50+,53,3_Life Sciences,3,Life Sciences,Rarely,4,Research Director,Research & Development,0,0,3,14814,19,13514,970,59,7,3.2,3,4,3,3,3,3,Male,Married,1,3,27,32,5-8,5,1,1,1,3,Y,80,1,730,0.022749531
607,No,50+,59,1_Life Sciences,1,Life Sciences,Frequently,2,Sales Executive,Sales,0,0,3,5473,11,24668,1225,57,1,2.4,1,2,3,4,2,2,Female,Single,1,7,16,20,3-5,4,1,1,3,3,Y,80,1,91,0.517764194
608,No,35-40,38,2_Medical,2,Medical,Rarely,2,Sales Executive,Sales,1,1,4,5605,24,19191,322,44,7,2.4,1,4,1,3,3,3,Female,Divorced,0,1,0,8,8-10,8,0,7,0,7,Y,80,1,382,0.203093384
609,No,25-30,26,3_Other,3,Other,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3578,12,23577,652,100,7,3,3,4,1,4,3,2,Male,Single,1,0,1,8,5-8,7,0,0,7,7,Y,80,1,1417,0.028551845
610,No,30-35,33,1_Life Sciences,1,Life Sciences,0ne,1,Sales Representative,Sales,0,0,3,2342,19,21437,1038,88,8,2.8,2,2,4,4,2,2,Female,Single,1,0,1,3,1-3,2,1,2,2,2,Y,80,1,1044,0.358201645
611,No,35-40,35,3_Medical,3,Medical,Rarely,2,Laboratory Technician,Research & Development,1,0,3,5363,12,10846,817,60,1,3,4,2,4,2,3,0,Female,Married,1,0,1,10,8-10,9,0,0,7,0,Y,80,1,1369,0.031186248
612,No,40-45,41,4_Other,4,Other,0ne,2,Healthcare Representative,Research & Development,0,1,3,6811,17,2112,509,62,2,2,1,2,3,1,3,3,Female,Single,1,2,2,10,8-10,8,0,0,7,7,Y,80,1,616,0.033289021
613,Yes,30-35,33,2_Life Sciences,2,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,4,2707,20,21509,465,39,2,2,1,3,1,1,4,3,Female,Married,1,7,4,13,8-10,9,1,1,7,7,Y,80,1,328,0.033419126
614,Yes,<25,19,3_Other,3,Other,Rarely,1,Sales Representative,Sales,0,1,3,2121,13,9947,419,37,21,2.8,4,2,2,2,4,3,Male,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,959,0.734501744
615,No,30-35,30,2_Other,2,Other,Rarely,3,Sales Executive,Sales,1,0,3,7264,11,9977,231,62,8,2.8,3,3,3,1,4,2,Male,Divorced,1,5,2,10,8-10,8,0,7,4,7,Y,80,1,982,0.035593968
616,No,30-35,34,2_Medical,2,Medical,Rarely,2,Laboratory Technician,Research & Development,1,0,3,3986,14,11912,1157,57,5,3,2,2,4,3,4,3,Male,Married,0,1,0,15,10+,15,0,4,10,13,Y,80,1,1696,0.03573619
617,No,30-35,33,4_Medical,4,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3838,11,8192,1099,82,4,2.4,1,2,2,4,3,5,Female,Married,1,8,3,8,5-8,5,0,0,4,2,Y,80,1,1502,0.20999093
618,No,40-45,44,5_Marketing,5,Marketing,Rarely,2,Sales Executive,Sales,1,1,4,5454,21,4009,1488,75,1,2.2,2,3,1,3,2,2,Female,Divorced,1,5,5,9,3-5,4,1,1,3,3,Y,80,1,68,0.580803466
619,No,35-40,39,1_Medical,1,Medical,Rarely,3,Healthcare Representative,Research & Development,1,0,3,9991,15,21457,613,42,6,2.2,4,2,1,1,3,5,Male,Married,1,4,2,9,5-8,7,1,1,7,7,Y,80,1,2062,0.041709747
620,No,35-40,35,3_Life Sciences,3,Life Sciences,0ne,1,Laboratory Technician,Research & Development,2,0,3,1281,18,16900,727,41,3,2.8,3,2,3,3,3,3,Male,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,704,0.042069663
621,Yes,<25,20,3_Life Sciences,3,Life Sciences,Frequently,1,Laboratory Technician,Research & Development,0,1,3,2926,18,19783,871,66,6,3,4,2,4,2,3,5,Female,Single,0,1,0,1,1-3,1,1,1,0,0,Y,80,1,137,0.046134359
622,No,45-50,47,4_Medical,4,Medical,Frequently,2,Manufacturing Director,Research & Development,0,1,3,5067,19,6759,1379,64,16,3.4,3,4,3,3,4,3,Male,Divorced,1,1,1,20,10+,19,1,2,10,7,Y,80,1,987,0.046884507
623,No,30-35,34,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,3,3280,16,13551,182,72,1,3.2,2,4,4,3,3,2,Female,Single,1,2,6,10,3-5,4,1,1,2,3,Y,80,1,797,0.046939855
624,No,35-40,35,4_Life Sciences,4,Life Sciences,Rarely,3,Human Resources,Human Resources,0,1,3,8837,16,16642,1146,31,26,3.2,3,3,4,3,3,2,Female,Single,0,1,0,9,8-10,9,1,1,0,7,Y,80,1,2040,0.04929402
625,Yes,25-30,28,2_Medical,2,Medical,Frequently,1,Laboratory Technician,Research & Development,0,0,3,2561,11,5355,289,38,2,2.2,3,2,1,3,2,2,Male,Single,1,7,8,8,0-1,0,0,0,0,0,Y,80,1,1504,0.051847159
626,No,25-30,27,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,3,0,3,2517,11,3208,1167,76,4,2.4,1,3,3,2,3,2,Male,Divorced,0,1,0,5,5-8,5,0,0,3,3,Y,80,1,1259,0.611971088
627,No,<25,24,1_Medical,1,Medical,Rarely,2,Sales Executive,Sales,2,1,3,4162,12,15211,1476,42,4,3.2,4,3,3,3,3,3,Female,Married,0,1,0,5,5-8,5,0,0,4,3,Y,80,1,1445,0.058445272
628,No,35-40,38,2_Life Sciences,2,Life Sciences,Rarely,3,Research Director,Research & Development,1,1,3,11510,14,15682,343,92,15,2.8,3,2,4,2,3,3,Male,Divorced,1,0,1,12,10+,11,1,2,10,9,Y,80,1,461,0.05845921
629,No,50+,55,1_Life Sciences,1,Life Sciences,Frequently,3,Manufacturing Director,Research & Development,1,0,3,10976,18,15813,1091,65,2,2.8,4,3,2,2,3,4,Male,Married,1,3,20,23,3-5,3,1,1,2,2,Y,80,1,1096,0.693901246
630,No,30-35,34,3_Medical,3,Medical,Rarely,3,Healthcare Representative,Research & Development,0,0,3,8621,14,17654,1442,46,9,2.8,4,2,2,2,4,3,Female,Single,1,1,1,9,8-10,8,0,7,7,7,Y,80,1,717,0.060159218
631,No,50+,55,4_Technical Degree,4,Technical Degree,Rarely,1,Research Scientist,Research & Development,1,0,4,2662,20,7975,836,98,2,2.8,2,2,4,2,4,2,Male,Married,1,8,14,19,5-8,5,0,0,2,4,Y,80,1,1873,0.061814186
632,No,30-35,34,3_Marketing,3,Marketing,Rarely,3,Sales Executive,Sales,0,0,4,9888,21,6770,937,32,1,2.2,1,3,4,1,2,3,Male,Single,0,1,0,14,10+,14,1,2,8,1,Y,80,1,1950,0.062261342
633,No,35-40,38,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Executive,Sales,0,1,3,6861,12,4981,1035,42,3,3,2,3,4,3,3,1,Male,Single,1,8,18,19,1-3,1,0,0,0,0,Y,80,1,1036,0.064166096
634,No,35-40,36,2_Life Sciences,2,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,4,2835,22,2561,922,39,3,2.4,1,3,4,1,3,2,Female,Divorced,1,5,6,7,1-3,1,0,0,0,0,Y,80,1,155,0.064705126
635,No,40-45,43,3_Life Sciences,3,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,1,0,3,9985,16,9262,1001,43,7,2,3,3,1,1,2,1,Female,Married,1,8,9,10,1-3,1,0,0,0,0,Y,80,1,451,0.781394934
636,No,35-40,35,4_Other,4,Other,Frequently,1,Laboratory Technician,Research & Development,1,0,3,2376,13,26537,636,47,4,3.2,4,2,4,2,4,2,Male,Married,0,1,0,2,1-3,2,1,2,2,2,Y,80,1,1185,0.067875031
637,No,40-45,42,2_Medical,2,Medical,Rarely,4,Manager,Research & Development,1,0,3,17665,17,14399,469,35,2,3,4,3,1,4,3,3,Male,Married,1,0,1,23,10+,22,0,13,6,7,Y,80,1,1109,0.144903052
638,No,30-35,34,4_Medical,4,Medical,Rarely,3,Sales Executive,Sales,1,0,3,8628,18,22914,1239,39,13,3,4,3,3,3,2,2,Male,Divorced,1,1,1,9,8-10,8,1,1,7,1,Y,80,1,1951,0.253743175
639,No,<25,24,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,2,1,3,2725,11,21630,691,89,23,3,2,4,4,2,3,3,Male,Married,0,1,0,6,5-8,6,1,1,5,4,Y,80,1,639,0.072364333
640,Yes,25-30,27,1_Marketing,1,Marketing,Rarely,1,Sales Representative,Sales,1,0,3,3041,11,16346,1420,85,2,2.4,3,3,1,2,3,3,Male,Divorced,1,0,1,5,3-5,4,0,0,3,2,Y,80,1,667,0.929639609
641,No,30-35,30,1_Life Sciences,1,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,4,2693,22,13335,1358,67,24,3,4,3,3,2,3,2,Male,Divorced,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,11,0.074884098
642,No,40-45,40,3_Life Sciences,3,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,1,0,3,4448,12,10748,750,47,12,2.2,2,3,1,2,3,3,Female,Divorced,1,2,8,15,5-8,7,0,7,4,7,Y,80,1,1829,0.075993219
643,No,50+,55,1_Medical,1,Medical,0ne,4,Manager,Research & Development,0,0,3,16756,15,17323,444,40,2,2.4,3,2,1,2,4,3,Male,Single,1,7,22,31,8-10,9,0,6,7,2,Y,80,1,1074,0.076185807
644,Yes,30-35,34,4_Technical Degree,4,Technical Degree,0ne,1,Research Scientist,Research & Development,1,1,4,2307,23,14460,967,85,16,2.2,4,1,1,2,3,2,Male,Married,0,1,0,5,5-8,5,1,3,2,0,Y,80,1,1905,0.643169216
645,Yes,40-45,41,2_Life Sciences,2,Life Sciences,0ne,1,Research Scientist,Research & Development,1,0,3,2107,17,20293,906,95,5,1.2,1,2,1,1,1,2,Male,Divorced,1,6,4,5,1-3,1,0,0,0,0,Y,80,1,1210,0.07767723
646,No,40-45,40,4_Marketing,4,Marketing,Rarely,3,Sales Executive,Sales,1,0,3,10855,11,8552,630,67,4,2.4,3,2,4,1,2,2,Male,Married,1,7,3,15,10+,12,1,2,11,11,Y,80,1,215,0.595981858
647,Yes,<25,18,1_Medical,1,Medical,0ne,1,Laboratory Technician,Research & Development,0,0,3,1904,12,13556,247,80,8,3.2,3,3,3,4,3,0,Male,Single,0,1,0,0,0-1,0,0,0,0,0,Y,80,1,1156,0.080845351
